 259.00000,   2.00000,   2.00000,   0.00000, 133.00000,   0.00000,   4.00000,   0.00000
  17.00000,   3.00000,   2.00000,   0.00000, 650.00000,   0.00000,   3.00000,   2.00000
 170.00000,   0.00000,   0.00000,   0.00000,  60.00000,   2.00000,   6.00000,   2.00000
 251.00000,   0.00000,   3.00000,   0.00000, 157.00000,   0.00000,   5.00000,   1.00000
  99.00000,   0.00000,   1.00000,   1.00000,  80.00000,   0.00000,   6.00000,   1.00000
 144.00000,   0.00000,   1.00000,   0.00000, 192.00000,   0.00000,   2.00000,   1.00000
 245.00000,   1.00000,   1.00000,   0.00000,  85.00000,   2.00000,   6.00000,   2.00000
 279.00000,   1.00000,   2.00000,   0.00000, 166.00000,   0.00000,   3.00000,   1.00000
   3.00000,   3.00000,   1.00000,   2.00000,  57.00000,   2.00000,   3.00000,   2.00000
 242.00000,   0.00000,   0.00000,   0.00000, 153.00000,   0.00000,   5.00000,   1.00000
 127.00000,   0.00000,   0.00000,   0.00000,  40.00000,   2.00000,   6.00000,   2.00000
 179.00000,   0.00000,   3.00000,   0.00000, 190.00000,   0.00000,   2.00000,   2.00000
  88.00000,   4.00000,   1.00000,   0.00000, 350.00000,   1.00000,   6.00000,   1.00000
  54.00000,   3.00000,   3.00000,   3.00000,  56.00000,   1.00000,   6.00000,   1.00000
  79.00000,   2.00000,   2.00000,   0.00000, 100.00000,   1.00000,   4.00000,   1.00000
 131.00000,   0.00000,   1.00000,   1.00000,  40.00000,   0.00000,   6.00000,   0.00000
 235.00000,   0.00000,   1.00000,   1.00000, 143.00000,   0.00000,   4.00000,   0.00000
  14.00000,   0.00000,   4.00000,   0.00000,  83.00000,   1.00000,   0.00000,   1.00000
 261.00000,   3.00000,   2.00000,   0.00000, 125.00000,   0.00000,   6.00000,   1.00000
 168.00000,   2.00000,   2.00000,   2.00000, 130.00000,   1.00000,   6.00000,   0.00000
  93.00000,   3.00000,   0.00000,   1.00000, 130.00000,   1.00000,   6.00000,   1.00000
 156.00000,   0.00000,   1.00000,   0.00000, 100.00000,   0.00000,   0.00000,   1.00000
 232.00000,   1.00000,   0.00000,   0.00000, 304.00000,   1.00000,   0.00000,   2.00000
 120.00000,   0.00000,   1.00000,   0.00000, 180.00000,   0.00000,   3.00000,   1.00000
 284.00000,   1.00000,   3.00000,   2.00000, 200.00000,   0.00000,   0.00000,   1.00000
  29.00000,   1.00000,   2.00000,   1.00000, 400.00000,   0.00000,   3.00000,   1.00000
 300.00000,   0.00000,   2.00000,   0.00000, 166.00000,   0.00000,   2.00000,   1.00000
 164.00000,   0.00000,   0.00000,   0.00000, 290.00000,   0.00000,   6.00000,   1.00000
 291.00000,   0.00000,   1.00000,   0.00000, 130.00000,   0.00000,   4.00000,   1.00000
 108.00000,   0.00000,   1.00000,   0.00000,  85.00000,   1.00000,   6.00000,   1.00000
  94.00000,   1.00000,   0.00000,   0.00000,  90.00000,   1.00000,   6.00000,   1.00000
